VendorID,ProductID,VendorName,ProductName,Classification,Notes
1000,,Speed Tech Corp.,,,
1000,153B,Speed Tech Corp.,TerraTec Electronic GmbH,Known,
1001,,"Ritronics Components (S) Pte., Ltd",,,
1003,,Sigma Corp.,,,
1003,0003,Sigma Corp.,SD14,Known,
1003,0100,Sigma Corp.,SD9/SD10,Known,
1003,8781,Sigma Corp.,Dock UD-01,Known,
1004,,"LG Electronics, Inc.",,,
1004,6000,"LG Electronics, Inc.",Various Mobile Phones,Known,
1004,6005,"LG Electronics, Inc.",T5100,Known,
1004,6018,"LG Electronics, Inc.",GM360/GD510/GW520/KP501,Known,
1004,6300,"LG Electronics, Inc.",G2/Optimus Android Phone [Charge mode],Known,
1004,6344,"LG Electronics, Inc.",LM-X420xxx/G2 Android Phone (USB tethering mode),Known,
1004,6348,"LG Electronics, Inc.",LM-X420xxx Android Phone (MIDI mode),Known,
1004,6356,"LG Electronics, Inc.",Optimus Android Phone [Virtual CD mode],Known,
1004,6800,"LG Electronics, Inc.",CDMA Modem,Known,
1004,7000,"LG Electronics, Inc.",LG LDP-7024D(LD)USB,Known,
1004,1FAE,"LG Electronics, Inc.",U8120 3G Cellphone,Known,
1004,618E,"LG Electronics, Inc.",Ally/Optimus One/Vortex (debug mode),Known,
1004,618F,"LG Electronics, Inc.",Ally/Optimus One,Known,
1004,61C5,"LG Electronics, Inc.",P880 / Charge only,Known,
1004,61C6,"LG Electronics, Inc.",Vortex (msc),Known,
1004,61CC,"LG Electronics, Inc.",Optimus S,Known,
1004,61DA,"LG Electronics, Inc.",G2 Android Phone [tethering mode],Known,
1004,61F1,"LG Electronics, Inc.",Optimus Android Phone [LG Software mode],Known,
1004,61F9,"LG Electronics, Inc.",Optimus (Various Models) MTP Mode,Known,
1004,61FC,"LG Electronics, Inc.",Optimus 3,Known,
1004,61FE,"LG Electronics, Inc.",Optimus Android Phone [USB tethering mode],Known,
1004,627F,"LG Electronics, Inc.",G3 (VS985) Android Phone (MTP/Download mode),Known,
1004,631C,"LG Electronics, Inc.",LM-X420xxx/G2/Optimus Android Phone (charge mode),Known,
1004,631D,"LG Electronics, Inc.",Optimus Android Phone (Camera/PTP Mode),Known,
1004,631E,"LG Electronics, Inc.",LM-X420xxx/G2/Optimus Android Phone (PTP/camera mode),Known,
1004,631F,"LG Electronics, Inc.",Optimus Android Phone (Charge Mode),Known,
1004,633A,"LG Electronics, Inc.",Ultimate 2 Android Phone L41C,Known,
1004,633E,"LG Electronics, Inc.",LM-X420xxx/G2/G3 Android Phone (MTP/download mode),Known,
1004,91C8,"LG Electronics, Inc.",P880 / USB tethering,Known,
1004,A400,"LG Electronics, Inc.",Renoir (KC910),Known,
1005,,"Apacer Technology, Inc.",,,
1005,1001,"Apacer Technology, Inc.",MP3 Player,Known,
1005,1004,"Apacer Technology, Inc.",MP3 Player,Known,
1005,1006,"Apacer Technology, Inc.",MP3 Player,Known,
1005,B113,"Apacer Technology, Inc.",Handy Steno/AH123 / Handy Steno 2.0/HT203,Known,
1005,B155,"Apacer Technology, Inc.",Disk Module,Known,
1005,B223,"Apacer Technology, Inc.",CD-RW + 6in1 Card Reader Digital Storage / Converter,Known,
1006,,"iRiver, Ltd.",,,
1006,3001,"iRiver, Ltd.",iHP-100,Known,
1006,3002,"iRiver, Ltd.",iHP-120/140 MP3 Player,Known,
1006,3003,"iRiver, Ltd.",H320/H340,Known,
1006,3004,"iRiver, Ltd.",H340 (mtp),Known,
1009,,"Emuzed, Inc.",,,
1009,0013,"Emuzed, Inc.",Angel MPEG Device,Known,
1009,0015,"Emuzed, Inc.",Lumanate Wave PAL SECAM DVBT Device,Known,
1009,0016,"Emuzed, Inc.",Lumanate Wave NTSC/ATSC Combo Device,Known,
1009,000E,"Emuzed, Inc.",eHome Infrared Receiver,Known,
1010,,"Fukuda Denshi Co., Ltd",,,
1011,,Mobile Media Tech.,,,
1011,0001,Mobile Media Tech.,AccFast Mp3,Known,
1012,,"SDKM Fibres, Wires & Cables Berhad",,,
1013,,TST-Touchless Sensor Technology AG,,,
1014,,Densitron Technologies PLC,,,
1015,,"Softronics Pty., Ltd",,,
1016,,"Xiamen Hung's Enterprise Co., Ltd",,,
1017,,"Speedy Industrial Supplies, Pte., Ltd",,,
1017,9015,"Speedy Industrial Supplies, Pte., Ltd",M625 [Vendor: DELUX],Known,
1019,,Elitegroup Computer Systems (ECS),,,
1019,0C55,Elitegroup Computer Systems (ECS),"Flash Reader, Desknote UCR-61S2B",Known,
1019,0F38,Elitegroup Computer Systems (ECS),Infrared Receiver,Known,
1020,,Labtec,,,
1020,0006,Labtec,Wireless Keyboard,Known,
1020,0106,Labtec,Wireless Optical Mouse/Keyboard,Known,
1020,000A,Labtec,Wireless Optical Mouse,Known,
1022,,"Shinko Shoji Co., Ltd",,,
1025,,Hyper-Paltek,,,
1025,0300,Hyper-Paltek,MP3 Player,Known,
1025,0350,Hyper-Paltek,MP3 Player,Known,
1025,005E,Hyper-Paltek,USB DVB-T device,Known,
1025,005F,Hyper-Paltek,USB DVB-T device,Known,
1026,,Newly Corp.,,,
1027,,Time Domain,,,
1028,,Inovys Corp.,,,
1029,,Atlantic Coast Telesys,,,
1031,,"Comax Technology, Inc.",,,
1032,,C-One Technology Corp.,,,
1033,,Nucam Corp.,,,
1033,0068,Nucam Corp.,"3,5'' HDD case MD-231",Known,
1038,,SteelSeries ApS,,,
1038,0100,SteelSeries ApS,Ideazon Zboard,Known,
1038,1260,SteelSeries ApS,Arctis 7 wireless adapter,Known,
1038,1361,SteelSeries ApS,Ideazon Sensei,Known,
1038,1410,SteelSeries ApS,SRW-S1 [Simraceway Steering Wheel],Known,
1038,1720,SteelSeries ApS,Mouse,Known,
1039,,devolo AG,,,
1039,0824,devolo AG,1866 802.11bg [Texas Instruments TNETW1450],Known,
1039,2140,devolo AG,dsl+ 1100 duo,Known,
1043,,iCreate Technologies Corp.,,,
1043,4901,iCreate Technologies Corp.,AV-836 Video Capture Device,Known,
1043,8006,iCreate Technologies Corp.,Flash Disk 32-256 MB,Known,
1043,8012,iCreate Technologies Corp.,Flash Disk 256 MB,Known,
1043,160F,iCreate Technologies Corp.,Wireless Network Adapter,Known,
1044,,"Chu Yuen Enterprise Co., Ltd",,,
1044,7001,"Chu Yuen Enterprise Co., Ltd",Gigabyte U7000 DVB-T tuner,Known,
1044,7002,"Chu Yuen Enterprise Co., Ltd",Gigabyte U8000 DVB-T tuner,Known,
1044,7004,"Chu Yuen Enterprise Co., Ltd",Gigabyte U7100 DVB-T tuner,Known,
1044,7005,"Chu Yuen Enterprise Co., Ltd",Gigabyte U7200 DVB-T tuner [AF9035],Known,
1044,7006,"Chu Yuen Enterprise Co., Ltd",Gigabyte U6000 DVB-T tuner [em2863],Known,
1044,8001,"Chu Yuen Enterprise Co., Ltd",GN-54G,Known,
1044,8002,"Chu Yuen Enterprise Co., Ltd",GN-BR402W,Known,
1044,8003,"Chu Yuen Enterprise Co., Ltd",GN-WLBM101,Known,
1044,8004,"Chu Yuen Enterprise Co., Ltd",GN-WLBZ101 802.11b Adapter,Known,
1044,8005,"Chu Yuen Enterprise Co., Ltd",GN-WLBZ201 802.11b Adapter,Known,
1044,8006,"Chu Yuen Enterprise Co., Ltd",GN-WBZB-M 802.11b Adapter,Known,
1044,8007,"Chu Yuen Enterprise Co., Ltd",GN-WBKG,Known,
1044,8008,"Chu Yuen Enterprise Co., Ltd",GN-WB01GS,Known,
1044,800A,"Chu Yuen Enterprise Co., Ltd",GN-WI05GS,Known,
1044,800B,"Chu Yuen Enterprise Co., Ltd",GN-WB30N 802.11n WLAN Card,Known,
1044,800C,"Chu Yuen Enterprise Co., Ltd",GN-WB31N 802.11n USB WLAN Card,Known,
1044,800D,"Chu Yuen Enterprise Co., Ltd",GN-WB32L 802.11n USB WLAN Card,Known,
1046,,Winbond Electronics Corp. [hex],,,
1046,6694,Winbond Electronics Corp. [hex],Generic W6694 USB,Known,
1046,8901,Winbond Electronics Corp. [hex],Bluetooth Device,Known,
1046,9967,Winbond Electronics Corp. [hex],W9967CF/W9968CF Webcam IC,Known,
1048,,Targus Group International,,,
1048,07D3,Targus Group International,AV Bridge Mini,Approved,
1048,2010,Targus Group International,4-Port hub,Known,
1050,,Yubico.com,,,
1050,0010,Yubico.com,Yubikey (v1 or v2),Known,
1050,0110,Yubico.com,Yubikey NEO(-N) OTP,Known,
1050,0111,Yubico.com,Yubikey NEO(-N) OTP+CCID,Known,
1050,0112,Yubico.com,Yubikey NEO(-N) CCID,Known,
1050,0113,Yubico.com,Yubikey NEO(-N) U2F,Known,
1050,0114,Yubico.com,Yubikey NEO(-N) OTP+U2F,Known,
1050,0115,Yubico.com,Yubikey NEO(-N) U2F+CCID,Known,
1050,0116,Yubico.com,Yubikey NEO(-N) OTP+U2F+CCID,Known,
1050,0120,Yubico.com,Yubikey Touch U2F Security Key,Known,
1050,0200,Yubico.com,Gnubby U2F,Known,
1050,0211,Yubico.com,Gnubby,Known,
1050,0401,Yubico.com,Yubikey 4/5 OTP,Known,
1050,0402,Yubico.com,Yubikey 4/5 U2F,Known,
1050,0403,Yubico.com,Yubikey 4/5 OTP+U2F,Known,
1050,0404,Yubico.com,Yubikey 4/5 CCID,Known,
1050,0405,Yubico.com,Yubikey 4/5 OTP+CCID,Known,
1050,0406,Yubico.com,Yubikey 4/5 U2F+CCID,Known,
1050,0407,Yubico.com,Yubikey 4/5 OTP+U2F+CCID,Known,
1050,0410,Yubico.com,Yubikey plus OTP+U2F,Known,
1053,,"Immanuel Electronics Co., Ltd",,,
1054,,BMS International Beheer N.V.,,,
1054,5004,BMS International Beheer N.V.,DSL 7420 Loader,Known,
1054,5005,BMS International Beheer N.V.,DSL 7420 LAN Modem,Known,
1055,,"Complex Micro Interconnection Co., Ltd",,,
1056,,"Hsin Chen Ent Co., Ltd",,,
1057,,ON Semiconductor,,,
1058,,"Western Digital Technologies, Inc.",,,
1058,0200,"Western Digital Technologies, Inc.",FireWire USB Combo,Known,
1058,25E1,"Western Digital Technologies, Inc.",My Passport (WD20NMVW),Known,
1058,0400,"Western Digital Technologies, Inc.",External HDD,Known,
1058,0500,"Western Digital Technologies, Inc.",hub,Known,
1058,0701,"Western Digital Technologies, Inc.",WD Passport (WDXMS),Known,
1058,0702,"Western Digital Technologies, Inc.",WD Passport (WDXMS),Known,
1058,0704,"Western Digital Technologies, Inc.",My Passport Essential (WDME),Known,
1058,0705,"Western Digital Technologies, Inc.",My Passport Elite (WDML),Known,
1058,0730,"Western Digital Technologies, Inc.",My Passport Essential (WDBACY),Known,
1058,0732,"Western Digital Technologies, Inc.",My Passport Essential SE (WDBGYS),Known,
1058,0740,"Western Digital Technologies, Inc.",My Passport Essential (WDBACY),Known,
1058,0741,"Western Digital Technologies, Inc.",My Passport Ultra,Known,
1058,0742,"Western Digital Technologies, Inc.",My Passport Essential SE (WDBGYS),Known,
1058,0748,"Western Digital Technologies, Inc.","My Passport (WDBKXH, WDBY8L)",Known,
1058,0810,"Western Digital Technologies, Inc.",My Passport Ultra (WDBZFP),Known,
1058,0816,"Western Digital Technologies, Inc.",My Passport Air (WDBBLW),Known,
1058,0820,"Western Digital Technologies, Inc.","My Passport Ultra (WDBMWV, WDBZFP)",Known,
1058,0822,"Western Digital Technologies, Inc.",My Passport Ultra (WDBBUZ),Known,
1058,0824,"Western Digital Technologies, Inc.",My Passport Slim (WDBPDZ),Known,
1058,0830,"Western Digital Technologies, Inc.",My Passport Ultra (WDBZFP),Known,
1058,0837,"Western Digital Technologies, Inc.",My Passport Ultra (WDBBKD),Known,
1058,0900,"Western Digital Technologies, Inc.",MyBook Essential External HDD,Known,
1058,0901,"Western Digital Technologies, Inc.",My Book Essential Edition (Green Ring) (WDG1U),Known,
1058,0902,"Western Digital Technologies, Inc.",My Book Pro Edition (WDG1T),Known,
1058,0903,"Western Digital Technologies, Inc.",My Book Premium Edition,Known,
1058,0905,"Western Digital Technologies, Inc.",My Book Pro Edition II (WD10000C033-001),Known,
1058,0910,"Western Digital Technologies, Inc.",My Book Essential Edition (Green Ring) (WDG1U),Known,
1058,1001,"Western Digital Technologies, Inc.",Elements Desktop (WDE1U),Known,
1058,1003,"Western Digital Technologies, Inc.",WD Elements Desktop (WDE1UBK),Known,
1058,1010,"Western Digital Technologies, Inc.",Elements Portable (WDBAAR),Known,
1058,1021,"Western Digital Technologies, Inc.",Elements Desktop (WDBAAU),Known,
1058,1023,"Western Digital Technologies, Inc.",Elements SE Portable (WDBABV),Known,
1058,1042,"Western Digital Technologies, Inc.",Elements SE Portable (WDBPCK),Known,
1058,1048,"Western Digital Technologies, Inc.",Elements Portable (WDBU6Y),Known,
1058,1078,"Western Digital Technologies, Inc.",Elements Portable (WDBUZG),Known,
1058,1100,"Western Digital Technologies, Inc.",My Book Essential Edition 2.0 (WDH1U),Known,
1058,1102,"Western Digital Technologies, Inc.",My Book Home Edition (WDH1CS),Known,
1058,1103,"Western Digital Technologies, Inc.",My Book Studio,Known,
1058,1104,"Western Digital Technologies, Inc.",My Book Mirror Edition (WDH2U),Known,
1058,1105,"Western Digital Technologies, Inc.",My Book Studio II,Known,
1058,1110,"Western Digital Technologies, Inc.","My Book Essential (WDBAAF), My Book for Mac (WDBAAG)",Known,
1058,1111,"Western Digital Technologies, Inc.",My Book Elite (WDBAAH),Known,
1058,1112,"Western Digital Technologies, Inc.","My Book Studio (WDBAAJ), My Book Studio LX (WDBACH)",Known,
1058,1123,"Western Digital Technologies, Inc.",My Book 3.0 (WDBABP),Known,
1058,1130,"Western Digital Technologies, Inc.",My Book Essential (WDBACW),Known,
1058,1140,"Western Digital Technologies, Inc.",My Book Essential (WDBACW),Known,
1058,1170,"Western Digital Technologies, Inc.",My Book Essential 3TB (WDBACW0030HBK),Known,
1058,1230,"Western Digital Technologies, Inc.",My Book (WDBFJK),Known,
1058,1235,"Western Digital Technologies, Inc.",My Book (WDBFJK0040HBK),Known,
1058,25E2,"Western Digital Technologies, Inc.",My Passport (WD40NMZW),Known,
1058,2599,"Western Digital Technologies, Inc.",My Passport Ultra (WD40NMZW),Known,
1058,2603,"Western Digital Technologies, Inc.",My Passport Game Storage for PS4 4TB (WDBZGE0040),Known,
1058,2624,"Western Digital Technologies, Inc.",easystore Portable 5TB (WDBKUZ0050),Known,
1058,2626,"Western Digital Technologies, Inc.",My Passport (WDBPKJ),Known,
1058,070A,"Western Digital Technologies, Inc.","My Passport Essential (WDBAAA), My Passport for Mac (WDBAAB), My Passport Essential SE (WDBABM), My Passport SE for Mac (WDBABW)",Known,
1058,070B,"Western Digital Technologies, Inc.",My Passport Elite (WDBAAC),Known,
1058,070C,"Western Digital Technologies, Inc.",My Passport Studio (WDBAAE),Known,
1058,071A,"Western Digital Technologies, Inc.",My Passport Essential (WDBAAA),Known,
1058,071D,"Western Digital Technologies, Inc.",My Passport Studio (WDBALG),Known,
1058,07A8,"Western Digital Technologies, Inc.","My Passport (WDBBEP), My Passport for Mac (WDBLUZ)",Known,
1058,07AE,"Western Digital Technologies, Inc.",My Passport Edge for Mac (WDBJBH),Known,
1058,07BA,"Western Digital Technologies, Inc.",PiDrive (WDLB),Known,
1058,107C,"Western Digital Technologies, Inc.",Elements Desktop (WDBWLG),Known,
1058,10A2,"Western Digital Technologies, Inc.",Elements SE Portable (WDBPCK),Known,
1058,10A8,"Western Digital Technologies, Inc.",Elements Portable (WDBUZG),Known,
1058,10B8,"Western Digital Technologies, Inc.","Elements Portable (WDBU6Y, WDBUZG)",Known,
1058,259D,"Western Digital Technologies, Inc.",My Passport Ultra (WDBBKD),Known,
1058,259F,"Western Digital Technologies, Inc.",My Passport Ultra (WD10JMVW),Known,
1058,25A1,"Western Digital Technologies, Inc.",Elements / My Passport,Known,
1058,25A2,"Western Digital Technologies, Inc.",Elements 25A2,Known,
1058,25A3,"Western Digital Technologies, Inc.",Elements Desktop (WDBWLG),Known,
1058,25DA,"Western Digital Technologies, Inc.",My Book (WDBFJK),Known,
1058,25EE,"Western Digital Technologies, Inc.",My Book 25EE,Known,
1058,25F3,"Western Digital Technologies, Inc.",My Passport SSD (WDBK3E),Known,
1058,25FA,"Western Digital Technologies, Inc.",easystore Portable 5TB (WDBKUZ0050),Known,
1058,25FB,"Western Digital Technologies, Inc.",easystore Desktop (WDBCKA),Known,
1058,30A0,"Western Digital Technologies, Inc.",SATA adapter cable,Known,
1059,,Giesecke & Devrient GmbH,,,
1059,000B,Giesecke & Devrient GmbH,StarSign Bio Token 3.0,Known,
1060,,"Easthome Industrial Co., Ltd",,,
1063,,"Motorola Electronics Taiwan, Ltd [hex]",,,
1063,1555,"Motorola Electronics Taiwan, Ltd [hex]",MC141555 Hub,Known,
1063,4100,"Motorola Electronics Taiwan, Ltd [hex]",SB4100 USB Cable Modem,Known,
1065,,CCYU Technology,,,
1065,0020,CCYU Technology,USB-DVR2 Dev Board,Known,
1065,2136,CCYU Technology,EasyDisk ED1064,Known,
1068,,Micropi Elettronica,,,
1068,0001,Micropi Elettronica,CPUSB - V 1.8 - software-rights management key,Known,
1076,,"GCT Semiconductor, Inc.",,,
1076,0031,"GCT Semiconductor, Inc.",Bluetooth Device,Known,
1076,0032,"GCT Semiconductor, Inc.",Bluetooth Device,Known,
1076,8002,"GCT Semiconductor, Inc.",LU150 LTE Modem [Yota LU150],Known,
1082,,"Shin-Etsukaken Co., Ltd",,,
1083,,"Canon Electronics, Inc.",,,
1083,1614,"Canon Electronics, Inc.",DR-4010C,Known,
1083,1617,"Canon Electronics, Inc.",DR-2510C,Known,
1083,1618,"Canon Electronics, Inc.",DR-X10C,Known,
1083,1620,"Canon Electronics, Inc.",DR-7090C,Known,
1083,1622,"Canon Electronics, Inc.",DR-9050C,Known,
1083,1623,"Canon Electronics, Inc.",DR-7550C,Known,
1083,1624,"Canon Electronics, Inc.",DR-6050C,Known,
1083,1626,"Canon Electronics, Inc.",DR-6010C,Known,
1083,1638,"Canon Electronics, Inc.",DR-6030C,Known,
1083,1639,"Canon Electronics, Inc.",CR-135i,Known,
1083,1640,"Canon Electronics, Inc.",DR-C125,Known,
1083,1641,"Canon Electronics, Inc.",DR-P215,Known,
1083,1648,"Canon Electronics, Inc.",FSU-201,Known,
1083,1650,"Canon Electronics, Inc.",DR-G1100,Known,
1083,1651,"Canon Electronics, Inc.",DR-C120,Known,
1083,1654,"Canon Electronics, Inc.",DR-F120,Known,
1083,1657,"Canon Electronics, Inc.",DR-M1060,Known,
1083,1658,"Canon Electronics, Inc.",DR-C225,Known,
1083,1659,"Canon Electronics, Inc.",DR-P215II,Known,
1083,160C,"Canon Electronics, Inc.",CR-55,Known,
1083,160F,"Canon Electronics, Inc.",DR-1210C,Known,
1083,161A,"Canon Electronics, Inc.",CR-25,Known,
1083,161B,"Canon Electronics, Inc.",DR-2010C Scanner,Known,
1083,161D,"Canon Electronics, Inc.",DR-3010C,Known,
1083,162C,"Canon Electronics, Inc.",P-150 Scanner,Known,
1083,163E,"Canon Electronics, Inc.",DR-M160,Known,
1083,163F,"Canon Electronics, Inc.",DR-M140,Known,
1083,164A,"Canon Electronics, Inc.",DR-C130,Known,
1083,164B,"Canon Electronics, Inc.",DR-P208,Known,
1083,164F,"Canon Electronics, Inc.",DR-G1130,Known,
1083,165D,"Canon Electronics, Inc.",DR-P208II,Known,
1084,,"Pantech Co., Ltd",,,
1091,,Numerik Jena,,,
1091,8101,Numerik Jena,Absoflex,Known,
1099,,Surface Optics Corp.,,,
1100,,"VirTouch, Ltd",,,
1100,0001,"VirTouch, Ltd",VTPlayer VTP-1 Braille Mouse,Known,
1101,,"EasyPass Industrial Co., Ltd",,,
1101,0001,"EasyPass Industrial Co., Ltd",FSK Electronics Super GSM Reader,Known,
1108,,"Brightcom Technologies, Ltd",,,
1110,,"Analog Devices Canada, Ltd (Allied Telesyn)",,,
1110,6489,"Analog Devices Canada, Ltd (Allied Telesyn)",ADSL ETH/USB RTR,Known,
1110,9000,"Analog Devices Canada, Ltd (Allied Telesyn)",ADSL LAN Adapter,Known,
1110,9001,"Analog Devices Canada, Ltd (Allied Telesyn)",ADSL Loader,Known,
1110,9010,"Analog Devices Canada, Ltd (Allied Telesyn)",AT-AR215 DSL Modem,Known,
1110,9021,"Analog Devices Canada, Ltd (Allied Telesyn)",ADSL WAN Adapter,Known,
1110,9022,"Analog Devices Canada, Ltd (Allied Telesyn)",ADSL Loader,Known,
1110,9023,"Analog Devices Canada, Ltd (Allied Telesyn)",ADSL WAN Adapter,Known,
1110,9024,"Analog Devices Canada, Ltd (Allied Telesyn)",ADSL Loader,Known,
1110,9031,"Analog Devices Canada, Ltd (Allied Telesyn)",ADSL LAN Adapter,Known,
1110,9032,"Analog Devices Canada, Ltd (Allied Telesyn)",ADSL Loader,Known,
1110,5C01,"Analog Devices Canada, Ltd (Allied Telesyn)",Huawei MT-882 Remote NDIS Network Device,Known,
1110,900F,"Analog Devices Canada, Ltd (Allied Telesyn)",AT-AR215 DSL Modem,Known,
1111,,Pandora International Ltd.,,,
1111,8888,Pandora International Ltd.,Evolution Device,Known,
1112,,"YM ELECTRIC CO., Ltd",,,
1113,,Medion AG,,,
1113,A0A2,Medion AG,Active Sync device,Known,
1130,,"Tenx Technology, Inc.",,,
1130,0001,"Tenx Technology, Inc.",BlyncLight,Known,
1130,0002,"Tenx Technology, Inc.",iBuddy,Known,
1130,0004,"Tenx Technology, Inc.",iBuddy Twins,Known,
1130,0202,"Tenx Technology, Inc.",Rocket Launcher,Known,
1130,1620,"Tenx Technology, Inc.",S-00038 Logitech Speakers,Known,
1130,6604,"Tenx Technology, Inc.",MCE IR-Receiver,Known,
1130,6606,"Tenx Technology, Inc.",U+P Mouse,Known,
1130,6626,"Tenx Technology, Inc.",Key,Known,
1130,6806,"Tenx Technology, Inc.",Keychain photo frame,Known,
1130,660C,"Tenx Technology, Inc.",Foot Pedal/Thermometer,Known,
1130,C301,"Tenx Technology, Inc.",Digital Photo viewer [Wallet Pix],Known,
1130,F211,"Tenx Technology, Inc.",TP6911 Audio Headset,Known,
1131,,Integrated System Solution Corp.,,,
1131,1001,Integrated System Solution Corp.,KY-BT100 Bluetooth Adapter,Known,
1131,1002,Integrated System Solution Corp.,Bluetooth Device,Known,
1131,1003,Integrated System Solution Corp.,Bluetooth Device,Known,
1131,1004,Integrated System Solution Corp.,Bluetooth Device,Known,
1132,,"Toshiba Corp., Digital Media Equipment [hex]",,,
1132,4331,"Toshiba Corp., Digital Media Equipment [hex]",PDR-M4/M5/M70 Digital Camera,Known,
1132,4332,"Toshiba Corp., Digital Media Equipment [hex]",PDR-M60 Digital Camera,Known,
1132,4333,"Toshiba Corp., Digital Media Equipment [hex]",PDR-M2300/PDR-M700,Known,
1132,4334,"Toshiba Corp., Digital Media Equipment [hex]",PDR-M65,Known,
1132,4335,"Toshiba Corp., Digital Media Equipment [hex]",PDR-M61,Known,
1132,4337,"Toshiba Corp., Digital Media Equipment [hex]",PDR-M11,Known,
1132,4338,"Toshiba Corp., Digital Media Equipment [hex]",PDR-M25,Known,
1136,,CTS Electronincs,,,
1136,3131,CTS Electronincs,CTS LS515,Known,
1141,,"V One Multimedia, Pte., Ltd",,,
1142,,"CyberScan Technologies, Inc.",,,
1142,0709,"CyberScan Technologies, Inc.",Cyberview High Speed Scanner,Known,
1145,,Japan Radio Company,,,
1145,0001,Japan Radio Company,AirH PHONE AH-J3001V/J3002V,Known,
1146,,"Shimane SANYO Electric Co., Ltd.",,,
1147,,"Ever Great Electric Wire and Cable Co., Ltd",,,
1162,,Secugen Corp.,,,
1163,,"DeLorme Publishing, Inc.",,,
1163,0100,"DeLorme Publishing, Inc.",Earthmate GPS (orig),Known,
1163,0200,"DeLorme Publishing, Inc.","Earthmate GPS (LT-20, LT-40)",Known,
1163,2020,"DeLorme Publishing, Inc.",Earthmate GPS (PN-40),Known,
1164,,"YUAN High-Tech Development Co., Ltd",,,
1164,0300,"YUAN High-Tech Development Co., Ltd",ELSAVISION 460D,Known,
1164,0601,"YUAN High-Tech Development Co., Ltd",Analog TV Tuner,Known,
1164,0900,"YUAN High-Tech Development Co., Ltd",TigerBird BMP837 USB2.0 WDM Encoder,Known,
1164,6601,"YUAN High-Tech Development Co., Ltd",Digital TV Tuner Card [RTL2832U],Known,
1164,0BC7,"YUAN High-Tech Development Co., Ltd",Digital TV Tuner,Known,
1164,521B,"YUAN High-Tech Development Co., Ltd",MC521A mini Card ATSC Tuner,Known,
1165,,"Telson Electronics Co., Ltd",,,
1166,,Bantam Interactive Technologies,,,
1167,,Salient Systems Corp.,,,
1168,,BizConn International Corp.,,,
1175,,"Shengyih Steel Mold Co., Ltd",,,
1182,,"Venture Corp., Ltd",,,
1183,,Compaq Computer Corp. [hex] (Digital Dream ??),,,
1183,0001,Compaq Computer Corp. [hex] (Digital Dream ??),DigitalDream l'espion XS,Known,
1183,4008,Compaq Computer Corp. [hex] (Digital Dream ??),56k FaxModem,Known,
1183,19C7,Compaq Computer Corp. [hex] (Digital Dream ??),ISDN TA,Known,
1183,504A,Compaq Computer Corp. [hex] (Digital Dream ??),PJB-100 Personal Jukebox,Known,
1184,,Kyocera Elco Corp.,,,
1188,,Bloomberg L.P.,,,
1189,,Acer Communications & Multimedia,,,
1189,0893,Acer Communications & Multimedia,EP-1427X-2 Ethernet Adapter [Acer],Known,
1190,,Tripace,,,
1191,,"Loyalty Founder Enterprise Co., Ltd",,,
1196,,"Yankee Robotics, LLC",,,
1196,0010,"Yankee Robotics, LLC",Trifid Camera without code,Known,
1196,0011,"Yankee Robotics, LLC",Trifid Camera,Known,
1197,,"Technoimagia Co., Ltd",,,
1198,,StarShine Technology Corp.,,,
1199,,"Sierra Wireless, Inc.",,,
1199,0019,"Sierra Wireless, Inc.",AC595U,Known,
1199,0021,"Sierra Wireless, Inc.",AC597E,Known,
1199,0024,"Sierra Wireless, Inc.",MC5727 CDMA modem,Known,
1199,0110,"Sierra Wireless, Inc.",Composite Device,Known,
1199,0112,"Sierra Wireless, Inc.","CDMA 1xEVDO PC Card, AirCard 580",Known,
1199,0120,"Sierra Wireless, Inc.",AC595U,Known,
1199,0218,"Sierra Wireless, Inc.",MC5720 Wireless Modem,Known,
1199,6467,"Sierra Wireless, Inc.",MP Series Network Adapter,Known,
1199,6468,"Sierra Wireless, Inc.",MP Series Network Adapter,Known,
1199,6469,"Sierra Wireless, Inc.",MP Series Network Adapter,Known,
1199,6802,"Sierra Wireless, Inc.",MC8755 Device,Known,
1199,6803,"Sierra Wireless, Inc.",MC8765 Device,Known,
1199,6804,"Sierra Wireless, Inc.",MC8755 Device,Known,
1199,6805,"Sierra Wireless, Inc.",MC8765 Device,Known,
1199,6812,"Sierra Wireless, Inc.",MC8775 Device,Known,
1199,6820,"Sierra Wireless, Inc.",AC875 Device,Known,
1199,6832,"Sierra Wireless, Inc.",MC8780 Device,Known,
1199,6833,"Sierra Wireless, Inc.",MC8781 Device,Known,
1199,6850,"Sierra Wireless, Inc.",AirCard 880 Device,Known,
1199,6851,"Sierra Wireless, Inc.",AirCard 881 Device,Known,
1199,6852,"Sierra Wireless, Inc.",AirCard 880E Device,Known,
1199,6853,"Sierra Wireless, Inc.",AirCard 881E Device,Known,
1199,6854,"Sierra Wireless, Inc.",AirCard 885 Device,Known,
1199,6856,"Sierra Wireless, Inc.","ATT ""USB Connect 881""",Known,
1199,6870,"Sierra Wireless, Inc.",MC8780 Device,Known,
1199,6871,"Sierra Wireless, Inc.",MC8781 Device,Known,
1199,6893,"Sierra Wireless, Inc.",MC8777 Device,Known,
1199,9000,"Sierra Wireless, Inc.",Gobi 2000 Wireless Modem (QDL mode),Known,
1199,9001,"Sierra Wireless, Inc.",Gobi 2000 Wireless Modem,Known,
